fulwgt,education_num,sex,capital_gain,capital_loss,target,education_numCat,hour_per_weekCat,Occupa_cat,ageCat,Marital Status_cat,Race_cat,WorfClass_cat,native_country_cat
161187,9,0,2463,0,0,1,1,0,1,0,1,1,1
278391,9,1,0,0,0,1,1,0,0,0,1,1,1
157941,11,1,0,0,0,1,3,0,0,1,1,1,1
182866,9,1,0,0,0,1,1,0,0,0,1,1,1
370888,12,0,2964,0,0,2,0,0,2,0,1,1,0
206512,13,1,0,0,0,2,3,1,0,0,1,1,1
357954,9,1,0,0,0,1,0,0,1,1,1,1,0
189346,9,1,0,0,0,1,3,0,0,0,1,1,1
234652,3,1,0,0,0,0,1,0,1,1,1,1,0
113436,10,1,0,0,0,1,0,0,0,0,1,1,1
204145,11,1,0,0,1,1,3,0,1,1,1,1,1
157305,1,1,0,0,0,0,1,0,2,0,1,1,0
104045,9,0,0,0,0,1,0,0,0,0,1,1,1
280422,10,0,0,0,0,1,0,0,1,0,1,1,0
173754,9,1,0,0,0,1,1,0,2,1,1,2,1
211154,13,1,0,0,0,2,3,0,1,1,1,1,1
321435,13,1,0,0,0,2,1,0,0,0,1,1,1
177083,14,0,0,0,0,2,0,1,1,0,1,2,1
178829,14,1,0,0,1,2,2,1,1,1,1,1,1
287658,10,1,0,0,1,1,1,0,1,1,0,2,1
209894,9,0,0,0,1,1,1,0,1,1,1,1,1
334744,9,1,0,0,0,1,1,0,1,0,1,1,1
306967,10,0,0,0,0,1,0,0,0,0,1,1,1
52187,10,1,0,0,0,1,0,0,1,0,1,1,1
101978,9,1,0,0,0,1,3,0,1,0,1,1,1
483530,10,0,0,0,0,1,1,0,1,0,1,2,1
77357,15,1,0,0,1,2,1,1,1,1,1,1,1
149770,14,0,0,0,0,2,1,1,1,0,1,1,1
328606,15,1,14084,0,1,2,2,1,1,0,1,3,1
188293,9,0,0,0,0,1,1,0,1,0,1,1,1
116608,9,0,0,0,0,1,1,0,1,0,1,1,1
348960,13,1,0,0,1,2,1,1,1,1,1,2,1
329530,5,1,0,0,0,0,3,0,0,1,1,1,0
93476,13,0,0,0,0,2,2,1,1,0,1,2,1
195744,9,1,0,0,0,1,3,0,1,0,1,3,1
125833,13,1,0,0,0,2,1,0,1,1,0,1,0
191117,7,1,0,0,0,1,0,0,0,0,1,2,1
311020,9,1,0,0,0,1,3,0,1,1,1,1,1
210464,9,0,0,0,0,1,1,0,2,0,0,1,1
135289,13,1,0,0,1,2,3,0,1,1,1,1,1
156266,5,1,0,0,0,0,1,0,0,1,0,1,1
154210,10,1,0,0,0,1,0,0,0,0,0,1,0
249249,3,1,0,0,1,0,3,0,1,1,1,3,1
261725,2,0,0,0,0,0,1,0,0,0,1,1,0
239612,9,1,0,0,0,1,0,0,0,0,1,1,1
226696,11,1,0,0,1,1,3,0,1,1,1,3,1
190330,13,1,0,0,0,2,0,0,0,0,1,1,1
193755,13,1,0,0,1,2,3,1,1,0,1,1,1
192740,13,1,0,0,0,2,0,1,2,1,1,1,1
201924,13,0,0,0,0,2,0,0,1,0,1,1,1
77146,11,1,0,0,0,1,3,1,1,0,1,1,1
43652,13,0,0,0,0,2,1,0,0,0,1,1,1
227244,13,1,0,0,1,2,3,0,1,1,0,2,1
160731,9,1,0,0,1,1,3,0,0,1,1,1,1
287878,10,0,0,0,0,1,0,0,1,1,1,1,1
166758,10,0,0,0,0,1,0,0,1,0,1,1,1
183811,9,1,2829,0,0,1,1,0,1,1,1,1,1
254818,14,1,0,0,0,2,1,0,1,0,1,3,0
295046,9,1,0,0,1,1,3,0,1,1,1,1,1
190568,9,0,0,810,0,1,1,0,2,0,1,1,1
211915,10,0,0,0,0,1,1,0,1,0,1,2,1
295621,13,1,0,0,1,2,0,1,1,1,0,3,1
204567,13,1,99999,0,1,2,3,0,1,1,1,1,1
204235,10,1,0,0,1,1,1,1,1,1,1,1,1
186982,10,0,0,0,1,1,3,1,1,0,1,1,1
133586,9,1,0,0,0,1,3,0,1,1,1,1,1
165930,10,1,0,0,0,1,3,1,1,1,1,1,1
164898,10,1,0,0,0,1,3,0,1,1,1,1,1
278155,10,1,0,0,0,1,0,0,0,0,1,1,1
115705,10,1,0,0,0,1,3,0,0,0,1,3,1
150553,5,0,0,0,0,0,1,0,0,1,0,1,0
185127,9,1,0,0,0,1,3,0,0,1,1,1,1
201595,9,1,0,0,0,1,2,0,1,1,1,1,1
165815,9,1,0,0,0,1,2,0,1,1,1,3,1
102420,13,0,0,0,0,2,1,0,0,0,0,1,0
344172,12,1,0,0,1,2,3,0,1,1,1,2,1
222450,10,1,0,0,0,1,1,1,1,0,1,1,1
212245,10,1,0,0,0,1,1,0,1,1,1,1,1
190625,13,1,0,0,0,2,0,1,0,1,1,2,1
203488,10,1,0,0,0,1,1,0,1,0,1,1,1
304260,12,1,0,0,0,2,1,0,1,0,0,1,1
243665,9,1,0,0,1,1,3,0,1,1,1,2,1
189238,10,0,0,0,0,1,0,1,0,0,1,3,0
77373,10,1,0,0,0,1,1,0,1,1,1,1,1
410351,9,1,0,0,0,1,1,0,0,1,1,1,1
36385,14,1,0,0,1,2,3,1,1,1,1,1,1
110150,9,1,0,0,0,1,1,0,2,1,1,1,1
198316,10,1,0,0,0,1,1,0,1,1,1,1,1
127772,9,1,0,0,0,1,1,0,1,1,1,1,1
199058,15,1,0,0,1,2,1,1,1,0,1,3,1
285730,14,1,0,0,0,2,2,1,2,0,1,1,1
334133,14,1,0,0,0,2,0,1,0,0,1,2,1
97030,13,0,0,0,0,2,0,1,2,0,1,2,1
67090,9,1,0,0,0,1,3,0,1,1,1,1,1
397963,9,1,594,0,0,1,0,0,1,0,1,1,1
182533,13,0,0,0,0,2,1,0,1,0,0,1,0
560804,10,0,0,0,0,1,0,0,0,0,1,1,1
365050,4,0,0,0,0,0,0,0,2,0,0,1,1
110200,13,1,0,0,0,2,1,1,0,0,1,1,1
299828,3,0,0,0,0,0,0,0,1,0,0,1,0
109282,10,1,0,0,0,1,1,1,0,0,1,1,1
103435,13,1,0,0,1,2,3,0,1,1,1,1,1
34747,9,0,0,0,0,1,0,0,0,0,1,1,1
286789,13,1,0,0,1,2,1,1,1,1,1,1,1
211032,7,1,0,0,0,1,1,0,0,0,1,3,0
219318,9,0,0,0,0,1,0,0,1,0,1,1,0
112873,13,1,0,0,0,2,1,0,1,1,1,1,1
36069,9,1,3908,0,0,1,3,0,1,1,1,1,1
73434,9,0,0,0,1,1,1,0,1,1,1,1,0
200576,13,0,0,0,0,2,1,0,1,0,1,1,1
172962,9,1,0,0,0,1,1,0,1,1,1,1,1
44006,11,1,0,0,0,1,1,0,1,0,1,1,1
234474,10,0,0,0,0,1,0,0,0,0,0,1,1
212826,9,1,0,0,0,1,1,0,1,1,0,1,1
234901,10,1,0,0,0,1,1,1,1,1,1,1,1
200700,12,1,0,0,0,2,1,0,2,1,0,2,1
41258,13,1,0,0,0,2,3,1,2,1,1,3,1
249644,10,1,0,0,1,1,3,0,1,0,1,1,1
351731,10,1,0,0,0,1,1,1,0,1,1,1,1
114765,10,0,0,0,0,1,1,0,1,0,1,1,1
349884,6,1,0,0,0,0,0,0,1,1,1,1,1
204247,13,1,0,0,1,2,3,1,0,1,1,3,1
143392,9,0,0,0,0,1,1,0,1,0,1,1,1
37913,13,1,0,0,1,2,1,1,1,1,1,3,0
150683,9,1,0,0,0,1,0,0,0,0,1,3,1
207611,9,0,0,0,0,1,3,0,0,0,1,1,1
319666,15,0,0,0,0,2,3,1,1,0,1,2,1
155961,9,0,0,0,0,1,1,0,1,0,0,1,1
117833,13,0,0,0,0,2,0,1,0,0,1,2,1
142404,13,1,0,0,1,2,1,1,0,1,1,3,1
155752,9,0,0,0,0,1,0,0,0,0,1,1,1
111450,8,1,0,0,0,1,1,0,0,0,0,1,1
528616,3,1,0,0,0,0,1,0,0,0,1,1,0
228786,6,0,0,0,0,0,0,0,0,0,1,3,1
80572,13,1,0,0,1,2,1,0,2,1,1,3,1
180271,13,1,0,0,1,2,2,0,0,1,1,2,1
237819,13,1,0,0,1,2,3,1,1,1,1,2,1
157612,13,0,3325,0,0,2,3,0,0,0,1,1,1
379062,10,0,0,0,0,1,0,0,2,0,1,1,1
191910,6,1,0,0,0,0,0,0,0,0,1,1,1
326064,10,0,6497,0,0,1,0,0,1,0,0,2,1
312353,8,1,0,0,0,1,0,0,0,0,0,1,1
213307,9,0,0,0,0,1,1,0,1,0,1,2,1
209057,13,1,0,0,1,2,3,0,1,1,1,3,1
340148,10,0,0,0,0,1,3,1,1,0,1,1,1
154171,15,1,20051,0,1,2,3,1,2,1,1,1,1
94064,11,1,0,0,0,1,1,0,0,0,1,1,1
119098,11,1,0,0,0,1,1,1,1,1,1,1,1
388496,10,1,0,0,1,1,0,0,1,0,1,3,0
181363,14,1,0,0,1,2,3,1,1,1,1,1,1
206951,13,1,0,1902,1,2,3,0,1,1,1,1,1
485496,9,0,0,0,0,1,1,0,0,0,0,1,1
210259,10,0,0,0,0,1,1,0,1,0,0,1,1
118551,5,0,0,0,0,0,1,0,1,0,1,1,1
180911,7,1,4386,0,1,1,1,0,2,1,1,1,1
242517,13,0,0,0,0,2,1,1,1,0,1,2,1
298113,10,1,0,0,0,1,1,0,2,0,1,1,1
277783,14,1,0,0,0,2,2,0,1,0,1,3,1
155862,9,1,0,0,0,1,2,0,1,0,1,1,1
171924,10,1,0,0,0,1,3,0,1,1,1,3,1
243900,9,0,0,0,0,1,0,0,0,0,1,1,1
231160,10,1,0,0,0,1,0,0,0,0,1,1,1
356882,9,1,5013,0,0,1,1,0,1,1,1,1,1
49020,9,1,0,0,0,1,1,0,1,1,1,1,1
157749,10,1,0,0,1,1,3,0,2,1,1,1,1
131568,4,1,0,0,0,0,0,0,1,0,1,1,1
332355,10,1,0,0,0,1,1,0,1,1,1,1,1
204501,14,1,0,0,1,2,3,1,1,1,1,1,1
305767,9,1,0,0,0,1,1,0,2,1,0,2,0
129761,9,0,0,0,0,1,1,1,1,0,1,1,1
130126,13,1,0,1977,1,2,1,1,1,1,1,3,1
102828,9,1,0,0,1,1,0,1,1,1,1,1,1
160984,7,0,0,0,0,1,0,0,0,0,1,1,1
285897,9,1,0,1848,1,1,3,1,0,1,1,1,1
356689,13,1,0,0,0,2,1,0,1,0,1,1,1
192386,14,1,5013,0,0,2,1,1,1,1,1,2,1
394860,9,1,0,0,0,1,1,0,1,1,1,1,1
113129,10,1,0,0,0,1,0,0,0,0,1,1,1
55929,13,0,0,0,0,2,1,0,0,0,1,1,1
177018,14,1,0,0,1,2,3,1,1,1,1,2,1
161141,10,1,0,0,1,1,1,0,1,1,1,1,1
309463,5,1,0,0,0,0,1,0,0,1,1,1,1
165468,9,1,7688,0,1,1,3,1,1,1,1,1,1
49218,9,1,0,0,0,1,1,0,0,0,1,1,1
119129,9,1,0,2149,0,1,0,0,2,1,1,3,1
162130,3,1,0,1887,1,0,2,1,2,1,1,3,1
129573,13,1,0,1741,0,2,1,0,1,0,1,2,1
306850,9,1,0,0,0,1,1,0,0,0,1,1,1
135296,13,0,0,2258,1,2,3,1,0,0,1,1,1
187322,9,1,0,0,0,1,3,0,1,0,1,3,1
55674,13,0,2907,0,0,2,1,0,0,0,1,1,1
148298,9,0,0,0,0,1,3,1,0,0,1,1,1
34845,9,1,0,0,0,1,3,0,1,1,1,1,1
200733,9,1,0,0,0,1,3,0,0,1,1,1,1
191858,9,1,0,0,1,1,3,0,1,1,1,1,1
425528,9,1,0,0,0,1,2,0,0,0,1,1,1
44780,10,0,7688,0,1,1,0,0,1,1,1,1,1
125856,9,1,0,0,0,1,1,0,1,1,1,1,1
100508,9,1,0,0,1,1,1,0,1,1,1,1,1
148294,9,1,0,0,0,1,0,0,0,0,1,1,1
39324,9,1,0,0,0,1,1,0,1,1,1,1,1
147397,9,1,0,0,0,1,1,0,1,1,1,2,1
24728,9,0,0,0,0,1,3,0,1,0,1,1,1
177616,3,0,0,0,0,0,1,0,1,0,1,1,1
163826,9,1,0,0,0,1,1,1,1,0,1,1,1
199947,9,0,0,0,0,1,1,0,0,1,1,1,1
386949,9,0,0,0,0,1,0,0,0,0,1,2,1
116133,9,1,0,0,0,1,3,0,1,1,1,3,1
196307,13,1,0,0,0,2,0,1,2,0,1,3,1
177181,9,1,0,0,0,1,1,0,1,1,1,1,1
324854,13,0,0,0,1,2,1,1,0,0,1,1,1
188505,13,0,0,0,0,2,0,0,0,0,1,1,1
502316,13,0,0,0,0,2,1,1,0,0,1,2,1
26892,13,1,0,0,0,2,1,0,1,0,1,2,1
102058,13,1,0,0,1,2,3,1,1,1,1,1,1
167728,13,1,0,0,1,2,1,1,1,1,1,1,1
233681,12,1,0,0,0,2,0,1,2,1,1,2,1
26756,9,0,0,0,0,1,3,0,2,0,1,1,1
101890,9,0,0,0,0,1,1,0,1,0,1,1,1
192337,14,1,0,0,1,2,1,1,1,1,1,1,0
340982,10,1,3103,0,1,1,1,0,1,1,0,1,0
102308,13,1,0,0,1,2,3,1,1,1,1,2,1
84747,9,0,0,0,0,1,0,0,0,0,1,1,1
197752,10,1,0,0,0,1,1,0,0,0,1,1,1
185336,9,0,0,0,0,1,0,0,2,0,1,1,1
125417,14,1,0,0,1,2,3,1,1,1,1,3,1
278480,10,1,0,0,0,1,1,1,0,0,1,1,1
146412,10,0,0,0,0,1,1,0,1,0,1,1,1
193042,9,1,0,0,1,1,3,0,1,1,1,1,1
53956,13,1,0,1980,0,2,3,0,1,0,1,1,1
175491,9,1,9386,0,1,1,3,0,2,1,1,1,0
144154,9,0,0,0,0,1,1,1,1,0,1,1,1
194901,15,1,0,0,0,2,3,0,0,0,1,1,1
335777,10,1,0,0,0,1,1,1,1,0,1,1,0
139268,14,1,0,0,1,2,3,1,1,1,1,1,1
33887,9,1,0,0,0,1,1,0,1,0,1,1,1
283613,13,1,0,0,0,2,1,1,0,1,1,1,1
141245,13,0,0,0,0,2,1,0,1,1,1,1,0
298130,4,1,0,0,0,0,1,0,1,1,1,1,1
186096,9,1,0,0,0,1,0,0,0,0,0,1,1
187656,10,0,0,0,0,1,0,0,2,0,1,1,1
102308,9,1,0,0,1,1,3,0,1,1,1,1,1
124639,10,1,0,0,0,1,1,0,1,0,0,1,1
388112,2,1,0,0,0,0,2,0,0,0,1,1,0
109952,9,1,0,0,0,1,1,0,0,1,1,1,1
164529,8,1,0,0,0,1,1,0,0,0,0,1,1
247750,9,1,0,0,0,1,3,0,1,1,0,1,1
103588,10,1,0,0,0,1,0,0,0,0,1,2,1
248919,9,1,0,2051,0,1,1,0,1,1,1,2,1
178551,9,1,0,0,0,1,1,0,0,1,1,3,1
136137,10,1,0,0,1,1,3,1,1,1,1,1,1
55377,13,1,0,0,1,2,1,0,1,0,0,2,1
177728,14,0,0,0,0,2,1,1,1,0,1,2,1
243580,13,1,0,0,0,2,3,1,1,1,1,2,1
63910,9,0,0,0,0,1,1,0,1,0,0,1,1
219535,9,1,0,0,0,1,1,1,0,0,1,1,1
180609,9,1,0,0,0,1,1,0,1,1,1,2,1
170428,13,0,0,0,0,2,0,1,2,0,1,1,0
102615,14,1,0,1977,1,2,1,0,1,1,1,1,1
193132,5,0,0,0,0,0,0,0,2,0,0,1,1
124137,10,1,0,0,0,1,1,1,2,1,1,3,1
136629,10,1,0,0,1,1,1,0,1,1,1,1,1
148995,13,1,0,0,1,2,3,0,1,0,1,3,1
63424,14,0,0,0,1,2,1,1,1,1,1,1,1
241895,13,1,0,0,1,2,3,1,1,1,1,1,1
266973,9,1,0,0,0,1,3,0,0,1,1,1,1
188048,13,0,0,0,0,2,1,0,1,0,1,1,1
366929,10,0,0,0,0,1,0,0,0,0,1,1,1
214129,10,0,0,0,0,1,1,0,1,0,1,1,1
250818,10,1,0,0,0,1,1,0,0,0,1,1,1
240979,10,1,0,0,1,1,3,0,1,1,1,2,1
98283,15,1,0,0,1,2,1,1,1,0,0,1,0
104746,9,1,5013,0,0,1,3,0,0,1,1,1,1
103710,9,0,0,0,0,1,3,0,1,0,1,1,1
159580,13,0,0,0,0,2,2,0,0,0,0,1,1
117409,10,1,0,0,1,1,1,1,1,1,1,1,1
140001,10,1,0,0,0,1,1,0,0,0,1,1,1
31650,13,0,0,0,0,2,3,1,1,1,1,2,1
80771,14,0,0,0,0,2,1,1,1,0,1,2,1
66278,9,0,0,0,0,1,1,0,0,0,1,1,1
107801,10,0,0,1617,0,1,0,0,0,0,1,1,1
206609,13,1,0,0,0,2,3,1,1,1,1,1,1
282461,9,1,0,0,0,1,3,0,1,1,1,1,1
188246,14,1,0,0,0,2,3,1,1,1,1,1,1
279763,7,1,0,0,0,1,0,0,0,0,0,1,1
467799,9,1,0,0,0,1,1,0,1,1,1,1,1
137674,9,1,0,0,0,1,1,0,1,1,0,3,1
158284,10,1,0,0,0,1,1,0,1,1,1,1,1
204219,9,0,0,0,0,1,1,0,0,0,1,1,0
210498,9,1,0,0,0,1,1,0,0,1,1,2,1
63526,13,1,0,0,1,2,1,0,2,1,0,2,1
216924,11,1,0,0,0,1,1,0,1,1,1,2,1
372559,10,1,0,0,0,1,1,0,1,1,0,1,1
199114,13,1,0,2258,0,2,1,0,2,0,1,2,1
168539,9,1,0,0,1,1,1,0,1,1,1,1,1
189911,7,0,0,0,0,1,1,0,1,0,1,2,1
61958,9,1,1424,0,0,1,0,0,2,1,1,2,1
68898,11,1,0,2444,1,1,1,0,1,0,1,2,1
204450,9,1,0,0,0,1,1,0,1,1,0,1,1
311350,13,1,0,0,1,2,3,1,1,1,1,1,1
113750,13,1,0,0,0,2,1,0,1,1,1,1,1
359591,6,1,0,0,0,0,1,0,1,1,1,1,1
132879,9,1,7298,0,1,1,3,0,1,1,1,1,1
301199,10,0,0,0,0,1,0,0,0,0,1,1,1
267540,10,0,0,0,0,1,1,0,1,0,0,2,1
185407,11,1,0,0,1,1,3,0,1,1,1,1,0
191277,11,1,0,0,1,1,3,1,1,1,1,3,1
78980,11,1,0,0,1,1,1,0,0,1,1,1,1
241463,9,1,0,1848,1,1,2,1,1,1,1,3,1
216999,9,1,0,0,0,1,3,0,1,1,1,1,1
120508,13,0,0,0,0,2,3,0,1,0,1,2,0
122612,9,0,0,0,0,1,0,0,1,1,0,1,0
94057,10,1,0,0,0,1,0,0,0,0,1,1,1
197558,13,1,0,0,0,2,1,1,1,0,1,2,1
351869,10,1,0,1485,1,1,3,0,1,1,1,1,1
184556,13,0,0,0,0,2,1,1,1,1,1,2,1
268281,13,0,0,0,0,2,1,1,1,0,1,1,1
235646,13,1,0,0,1,2,1,1,1,1,1,1,1
186909,10,0,0,0,0,1,0,0,0,0,1,1,1
35783,10,1,0,0,0,1,3,0,2,1,1,1,1
188861,9,1,0,0,0,1,1,0,1,1,1,1,1
363591,9,1,0,0,0,1,1,0,1,0,1,1,1
469921,10,0,0,0,0,1,1,1,0,0,1,1,1
51150,11,0,0,0,0,1,1,0,1,0,1,1,1
174325,4,1,0,0,0,0,1,0,1,1,0,1,1
347530,9,0,0,0,0,1,0,0,0,0,0,1,1
72351,13,1,0,0,0,2,3,0,1,0,1,1,1
188571,9,1,0,0,0,1,1,0,1,1,1,1,1
255252,9,1,0,0,0,1,1,0,0,0,1,1,1
291951,9,1,0,0,0,1,1,0,0,1,0,1,1
223046,9,1,0,0,0,1,1,0,1,0,1,3,1
37937,12,1,0,0,0,2,3,0,1,1,1,2,1
295127,10,1,0,0,0,1,1,0,1,1,1,1,1
183801,13,1,0,0,0,2,0,0,1,0,1,2,1
116218,10,0,0,0,0,1,3,0,1,0,1,1,1
143069,9,1,0,0,0,1,1,0,1,1,1,1,1
235951,15,1,0,0,1,2,3,1,1,1,1,2,1
112840,10,1,0,0,1,1,3,0,2,1,1,1,1
146454,14,1,0,1648,0,2,0,1,2,1,1,2,0
43705,10,1,0,0,0,1,3,0,1,1,1,2,1
122283,15,1,99999,0,1,2,1,1,2,1,0,1,0
376647,9,1,2176,0,0,1,0,0,0,0,1,1,1
101299,12,1,0,0,0,2,3,1,1,1,1,1,1
96798,3,1,0,0,0,0,1,0,1,0,1,1,1
194654,9,1,0,0,0,1,1,0,0,1,1,1,1
206889,12,1,0,0,0,2,1,0,0,0,1,2,1
226902,14,1,15024,0,1,2,3,1,1,1,1,1,1
150755,13,1,5013,0,0,2,1,0,1,1,1,2,1
200679,9,1,0,0,0,1,3,0,0,0,0,1,1
183678,15,1,0,0,0,2,0,1,2,1,1,1,1
33138,8,1,0,0,0,1,1,0,0,0,1,1,1
57071,10,1,3137,0,0,1,1,0,2,1,1,3,1
169496,9,1,0,0,0,1,1,0,1,1,1,1,1
58124,9,1,0,0,0,1,1,0,1,1,1,1,1
356344,13,0,0,0,0,2,1,0,0,0,1,1,1
444134,9,1,0,0,0,1,0,0,1,1,1,3,1
219619,9,1,0,0,0,1,1,0,1,0,1,1,1
331046,13,0,0,0,0,2,3,1,0,0,1,2,1
100345,13,1,0,0,0,2,0,1,0,0,1,1,1
205653,13,1,0,0,0,2,0,0,0,0,1,1,1
112383,10,1,0,0,0,1,1,1,1,1,1,1,1
21626,11,1,2202,0,0,1,3,0,2,0,1,3,1
135568,5,1,0,0,0,0,1,0,0,1,1,1,1
190532,14,0,0,0,0,2,3,1,1,0,1,1,1
266598,9,1,0,0,1,1,1,1,1,1,1,2,1
116608,9,0,0,0,1,1,0,0,1,1,1,2,1
353263,13,0,0,0,1,2,3,1,1,0,1,1,1
157617,9,1,0,0,0,1,1,1,0,0,1,2,1
21698,13,0,0,0,0,2,1,1,1,0,1,2,1
77143,8,1,0,0,0,1,1,0,1,0,0,1,1
342852,9,1,0,0,0,1,1,0,0,0,1,2,1
176602,9,1,0,0,0,1,1,0,1,0,0,1,1
146343,10,0,0,0,0,1,1,0,0,1,0,1,1
221966,13,1,2202,0,0,2,3,1,1,0,1,1,1
215546,12,1,0,0,0,2,3,1,0,0,1,1,1
173020,10,1,0,0,0,1,1,0,1,1,1,2,1
252202,9,0,0,0,0,1,1,0,1,0,1,1,1
497300,9,1,0,0,0,1,1,0,1,0,0,1,1
426431,13,1,0,0,0,2,1,0,1,1,1,3,1
162410,10,0,0,0,1,1,3,0,1,0,1,2,1
190350,6,0,0,0,0,0,0,0,0,1,1,1,1
194504,10,0,0,0,0,1,1,0,0,0,0,1,1
110884,9,1,0,0,0,1,1,0,1,0,0,2,1
187652,12,1,0,0,0,2,1,0,0,0,1,1,1
81400,2,0,0,0,0,0,0,0,1,1,1,1,0
180920,9,1,0,0,1,1,1,0,2,1,1,1,1
189186,11,1,0,0,0,1,1,0,0,0,1,1,1
607848,10,1,7688,0,1,1,3,0,1,1,1,1,1
207301,9,0,0,0,0,1,1,0,1,0,1,1,1
293073,13,1,0,0,1,2,3,0,0,0,1,1,1
210452,13,1,0,0,0,2,3,1,1,0,1,1,1
41400,9,1,0,0,0,1,0,0,0,0,1,1,1
164170,13,0,0,0,0,2,0,0,0,0,0,1,0
112906,14,1,0,0,1,2,3,0,1,1,1,1,1
126268,13,1,0,0,0,2,3,0,1,1,1,3,1
208311,14,1,0,1977,1,2,0,0,1,1,1,1,1
28291,9,0,0,0,0,1,2,0,2,0,1,1,1
121998,10,1,15024,0,1,1,1,1,1,1,1,2,1
31621,12,0,0,0,0,2,1,0,1,0,1,2,1
108386,11,1,0,0,0,1,1,0,0,1,1,2,1
134727,9,1,0,0,0,1,1,0,1,1,1,3,1
208391,10,1,0,0,1,1,1,0,1,1,1,1,1
112271,10,1,0,0,0,1,3,0,1,1,1,1,1
173350,11,0,0,0,0,1,1,0,0,1,1,1,1
243190,15,1,0,0,1,2,0,1,0,1,0,1,0
185436,10,1,0,0,1,1,2,1,1,1,1,1,1
290409,10,1,0,0,0,1,1,0,1,1,1,1,1
80058,9,1,0,0,0,1,3,0,1,0,1,1,1
370045,13,1,0,0,1,2,1,1,2,1,1,2,1
36936,11,1,0,2002,0,1,1,0,0,1,1,1,1
231180,9,1,0,0,0,1,1,0,1,1,1,1,1
119793,9,1,0,0,0,1,3,0,0,0,1,1,1
102178,9,1,0,0,0,1,3,0,1,1,1,1,1
232840,10,0,0,0,0,1,3,0,1,0,1,1,1
33975,12,1,0,0,0,2,1,0,1,1,1,1,1
256997,13,1,0,0,0,2,1,0,1,1,1,2,1
298301,9,1,0,0,0,1,1,0,2,1,1,1,1
310380,9,0,0,0,0,1,1,0,0,0,0,1,1
182100,13,1,0,0,1,2,1,0,1,1,1,2,1
501172,3,1,0,0,0,0,1,0,0,1,1,1,0
143939,9,0,0,0,1,1,3,0,1,0,1,2,1
85088,10,0,0,0,0,1,1,0,0,0,1,1,1
282313,6,1,0,1602,0,0,1,0,0,0,0,1,1
230054,14,1,0,0,1,2,3,1,1,1,1,1,1
236338,9,0,0,0,0,1,0,0,2,1,1,1,1
321943,15,1,0,0,1,2,1,1,1,1,1,1,1
218782,9,1,0,0,0,1,1,0,0,1,0,2,1
191385,13,1,0,0,0,2,1,1,1,0,1,1,0
126129,10,0,0,0,0,1,1,0,0,0,1,1,1
199268,10,0,0,0,0,1,0,0,0,0,1,1,1
255693,9,0,0,0,0,1,0,0,1,1,1,1,1
203488,10,1,0,0,0,1,1,0,1,1,1,1,1
203233,9,1,0,0,1,1,1,1,1,1,1,1,1
203836,10,1,0,0,1,1,3,0,1,1,1,1,1
187847,13,1,7688,0,1,2,1,1,1,1,1,1,1
116358,10,1,0,0,0,1,1,0,1,1,0,1,0
198660,13,1,99999,0,1,2,2,0,1,1,1,3,1
89636,13,0,0,0,0,2,3,0,1,1,0,3,0
120629,10,0,0,0,0,1,0,0,1,0,1,1,1
150226,13,0,0,0,0,2,0,1,0,0,1,2,1
137898,9,0,0,0,0,1,0,0,0,0,1,1,1
146574,9,1,0,0,1,1,1,0,1,1,1,3,1
142022,10,1,0,0,0,1,3,0,0,0,1,1,1
284898,10,1,0,0,0,1,0,1,0,0,1,1,1
212448,9,0,0,0,0,1,1,0,1,0,1,2,1
203039,5,1,0,0,0,0,1,0,2,0,1,3,1
105289,6,0,0,0,0,0,0,0,0,0,0,1,1
242994,10,1,0,0,0,1,3,0,1,0,1,1,1
196385,10,1,0,0,1,1,3,0,0,1,1,1,1
116202,9,0,0,0,0,1,0,0,2,0,1,1,1
140045,9,0,0,0,0,1,1,0,1,0,1,1,1
133503,10,1,2174,0,0,1,1,0,1,0,1,1,1
226585,10,0,0,0,1,1,0,0,1,1,1,1,1
85041,9,0,0,0,0,1,0,0,0,0,1,1,1
162442,13,0,7688,0,1,2,3,1,0,1,1,1,1
279980,10,1,10605,0,1,1,0,0,2,1,1,1,1
216563,9,0,0,0,0,1,1,0,0,1,1,1,1
231964,10,0,0,0,0,1,1,0,1,0,1,2,1
263855,8,1,0,0,0,1,1,0,0,0,1,1,1
124915,9,1,0,0,0,1,1,0,1,1,1,1,1
178312,10,1,0,0,0,1,1,1,2,1,1,2,1
215862,16,1,7688,0,1,2,3,1,1,1,1,2,1
39236,10,0,0,0,0,1,3,0,0,0,1,2,1
349910,9,1,7688,0,1,1,1,1,2,1,1,1,1
75839,10,1,0,0,0,1,1,0,1,1,1,1,1
176711,9,1,0,0,0,1,1,0,1,0,1,1,1
266525,10,0,594,0,0,1,0,1,0,0,0,1,1
331776,9,1,0,0,0,1,1,0,1,1,1,1,1
111469,10,0,0,0,0,1,1,1,1,0,1,1,1
198965,14,1,0,0,1,2,1,1,1,1,1,2,1
288185,5,1,0,0,0,0,1,0,0,1,1,1,0
198050,12,0,0,0,0,2,0,0,0,0,1,1,1
242580,10,1,11678,0,1,1,3,1,2,0,1,1,1
173128,9,1,0,0,0,1,1,0,1,0,1,1,1
87905,9,1,10520,0,1,1,1,0,0,0,1,1,1
173704,13,1,0,0,1,2,1,1,1,1,1,1,1
93225,10,1,7688,0,1,1,1,0,1,1,1,2,1
